UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Failure Type,Machine failure
32,L47211,L,299.0,309.4,1798,40.5,89,0,0,0,0,0,No Failure,0
33,L47212,L,299.0,309.4,1419,63.3,91,0,0,1,0,0,PWF,1
34,L47213,L,298.9,309.3,1665,47.5,93,0,0,0,0,0,No Failure,0
35,M14894,M,298.8,309.1,1559,49.7,95,0,0,0,0,0,No Failure,0
36,M14895,M,298.8,309.2,1452,63.6,98,0,0,1,0,0,PWF,1
37,M14896,M,298.9,309.2,1581,51.7,101,0,0,0,0,0,No Failure,0
38,L47217,L,298.8,309.1,1439,54.2,104,0,0,0,0,0,No Failure,0
39,H29452,H,298.9,309.2,1379,65.7,106,0,0,1,0,0,PWF,1
40,L47219,L,298.8,309.1,1350,67.5,111,0,0,1,0,0,PWF,1
41,L47220,L,298.8,309.1,1362,60.4,113,0,0,0,0,0,No Failure,0
42,L47221,L,298.8,309.1,1368,65.8,115,0,0,1,0,0,PWF,1
43,M14902,M,298.8,309.1,1368,64.1,117,0,0,1,0,0,PWF,1
44,H29457,H,298.8,309.2,1372,63.5,120,0,0,1,0,0,PWF,1
45,M14904,M,298.8,309.1,1472,62.5,125,0,0,1,0,0,PWF,1
46,L47225,L,298.8,309.1,1489,64.1,128,0,0,1,0,0,PWF,1
47,M14906,M,298.7,309.0,1843,40.8,130,0,0,0,0,0,No Failure,0
48,L47227,L,298.8,309.1,1418,61.3,133,0,0,1,0,0,PWF,1
49,H29462,H,298.8,309.2,1425,68.9,135,0,0,1,0,0,PWF,1
50,M14909,M,298.9,309.2,1412,59.1,140,0,0,0,0,0,No Failure,0
51,L47230,L,298.9,309.1,2861,19.6,143,0,0,0,0,0,No Failure,0
52,L47231,L,298.9,309.1,1383,69.9,145,0,0,1,0,0,PWF,1
53,H29466,H,298.8,309.0,1497,58.8,147,0,0,1,0,0,PWF,1
54,L47233,L,298.7,309.0,1565,50.1,152,0,0,0,0,0,No Failure,0
55,L47234,L,298.7,309.0,1691,45.1,154,0,0,0,0,0,No Failure,0
56,L47235,L,298.8,309.1,1512,55.7,156,0,0,0,0,0,No Failure,0
57,L47236,L,298.8,309.1,1477,57.4,158,0,0,0,0,0,No Failure,0
58,L47237,L,298.8,309.1,1513,55.3,160,0,0,0,0,0,No Failure,0
59,M14918,M,298.8,309.0,1661,44.5,162,0,0,0,0,0,No Failure,0
60,L47239,L,298.8,309.1,1378,69.4,165,0,0,1,1,0,PWF,1
61,L47240,L,298.8,309.1,1393,67.6,167,0,0,1,1,0,PWF,1
62,M14921,M,298.8,309.0,1592,53.2,169,0,0,0,0,0,No Failure,0
63,L47242,L,298.8,309.0,1829,37.9,172,0,0,0,0,0,No Failure,0
64,M14923,M,298.9,309.0,1812,40.9,174,0,0,0,0,0,No Failure,0
65,L47244,L,299.0,309.1,1523,53.6,177,0,0,0,0,0,No Failure,0
66,L47245,L,299.0,309.1,1394,60.1,179,0,0,0,0,0,No Failure,0
67,M14926,M,298.9,308.9,1679,43.7,181,0,0,0,0,0,No Failure,0
68,H29481,H,298.8,308.9,1466,59.1,184,0,0,1,0,0,PWF,1
69,L47248,L,298.8,308.9,1527,47.4,189,0,0,0,0,0,No Failure,0
70,L47249,L,298.9,309.0,1410,80.7,191,0,0,1,1,0,PWF,1
71,M14930,M,298.9,309.0,1924,37.6,193,0,0,0,0,0,No Failure,0
72,L47251,L,298.9,309.1,1452,60.5,196,0,0,1,1,0,PWF,1
73,L47252,L,298.9,309.1,1369,59.4,198,0,0,0,1,0,OSF,1
74,L47253,L,299.0,309.1,1592,50.0,200,1,0,0,0,0,TWF,1
75,L47254,L,298.9,309.0,1601,47.3,202,1,0,0,0,0,TWF,1
76,L47255,L,298.8,308.9,1379,61.7,204,1,0,0,1,0,TWF,1
77,L47256,L,298.8,308.9,1461,62.9,206,1,0,1,1,0,TWF,1
78,L47257,L,298.8,308.9,1455,56.3,208,1,0,0,1,0,TWF,1
79,L47258,L,298.8,308.9,1398,66.5,0,0,0,1,0,0,PWF,1
80,L47259,L,298.8,308.9,1402,52.9,2,0,0,0,0,0,No Failure,0
81,H29494,H,298.8,308.8,1445,64.9,4,0,0,1,0,0,PWF,1
82,L47261,L,298.9,308.9,1450,62.5,9,0,0,1,0,0,PWF,1
83,L47262,L,298.9,308.9,1453,55.8,11,0,0,0,0,0,No Failure,0
84,L47263,L,299.0,309.0,1469,55.1,13,0,0,0,0,0,No Failure,0
85,L47264,L,298.9,308.9,1422,62.6,15,0,0,1,0,0,PWF,1
86,M14945,M,299.0,309.0,1804,41.8,17,0,0,0,0,0,No Failure,0
87,H29500,H,299.0,309.0,1436,58.9,20,0,0,0,0,0,No Failure,0
88,L47267,L,299.0,309.0,1544,46.8,25,0,0,0,0,0,No Failure,0
89,M14948,M,299.0,309.0,1419,60.2,27,0,0,0,0,0,No Failure,0
90,M14949,M,298.9,308.9,1487,54.5,30,0,0,0,0,0,No Failure,0
91,L47270,L,298.9,308.9,1753,40.8,33,0,0,0,0,0,No Failure,0
92,L47271,L,298.9,308.9,1830,39.9,35,0,0,0,0,0,No Failure,0
93,M14952,M,298.9,308.9,1727,42.1,37,0,0,0,0,0,No Failure,0
94,L47273,L,299.1,309.0,1450,58.0,40,0,0,0,0,0,No Failure,0
95,L47274,L,299.0,308.9,1622,46.9,42,0,0,0,0,0,No Failure,0
96,M14955,M,299.0,309.0,1351,67.2,44,0,0,1,0,0,PWF,1
97,M14956,M,299.0,309.0,1575,50.3,47,0,0,0,0,0,No Failure,0
98,M14957,M,298.9,308.9,1750,44.9,50,0,0,0,0,0,No Failure,0
99,L47278,L,298.9,308.8,1529,47.7,53,0,0,0,0,0,No Failure,0
100,L47279,L,298.8,308.8,1523,59.4,55,0,0,1,0,0,PWF,1
101,L47280,L,298.8,308.9,1852,40.0,57,0,0,0,0,0,No Failure,0
102,L47281,L,298.8,308.8,1991,35.7,59,0,0,0,0,0,No Failure,0
103,L47282,L,298.8,308.8,1555,55.6,61,0,0,1,0,0,PWF,1
104,M14963,M,298.8,308.8,1441,55.5,63,0,0,0,0,0,No Failure,0
105,L47284,L,298.8,308.7,1450,58.4,66,0,0,0,0,0,No Failure,0
106,L47285,L,298.8,308.7,1591,46.1,68,0,0,0,0,0,No Failure,0
107,L47286,L,298.8,308.7,1445,63.5,70,0,0,1,0,0,PWF,1
108,M14967,M,298.8,308.8,1497,61.8,72,0,0,1,0,0,PWF,1
109,H29522,H,298.9,308.8,1621,47.7,75,0,0,0,0,0,No Failure,0
110,L47289,L,298.9,308.7,1572,49.1,80,0,0,0,0,0,No Failure,0
111,L47290,L,298.8,308.6,1872,37.5,82,0,0,0,0,0,No Failure,0
112,H29525,H,298.7,308.6,1499,58.5,84,0,0,1,0,0,PWF,1
113,M14972,M,298.8,308.7,1498,54.5,89,0,0,0,0,0,No Failure,0
114,M14973,M,298.8,308.6,1486,56.9,92,0,0,0,0,0,No Failure,0
115,L47294,L,298.8,308.6,1680,44.4,95,0,0,0,0,0,No Failure,0
116,L47295,L,298.8,308.6,1431,60.7,97,0,0,1,0,0,PWF,1
117,L47296,L,298.9,308.7,1564,49.1,99,0,0,0,0,0,No Failure,0
118,L47297,L,298.8,308.6,1599,48.0,101,0,0,0,0,0,No Failure,0
119,M14978,M,298.8,308.6,1707,43.1,103,0,0,0,0,0,No Failure,0
120,L47299,L,298.7,308.5,1467,55.7,106,0,0,0,0,0,No Failure,0
121,L47300,L,298.9,308.7,1433,59.7,108,0,0,0,0,0,No Failure,0
122,L47301,L,298.9,308.7,1558,56.2,110,0,0,1,0,0,PWF,1
123,L47302,L,299.0,308.8,1310,65.7,112,0,0,1,0,0,PWF,1
124,L47303,L,298.9,308.7,1546,58.4,114,0,0,1,0,0,PWF,1
125,L47304,L,298.9,308.7,1727,44.4,116,0,0,0,0,0,No Failure,0
126,L47305,L,298.9,308.6,1560,47.2,118,0,0,0,0,0,No Failure,0
127,L47306,L,299.0,308.6,1329,75.5,120,0,0,1,0,0,PWF,1
128,L47307,L,298.9,308.6,1413,61.5,122,0,0,1,0,0,PWF,1
129,L47308,L,299.0,308.6,1587,53.6,124,0,0,0,0,0,No Failure,0
130,L47309,L,298.9,308.5,1559,49.3,126,0,0,0,0,0,No Failure,0
131,L47310,L,298.8,308.4,1473,56.1,128,0,0,0,0,0,No Failure,0
132,L47311,L,298.8,308.4,1737,42.7,130,0,0,0,0,0,No Failure,0
133,M14992,M,298.7,308.4,1441,58.2,132,0,0,0,0,0,No Failure,0
134,M14993,M,298.7,308.4,1430,64.6,135,0,0,1,0,0,PWF,1
135,L47314,L,298.8,308.4,1369,68.0,138,0,0,1,0,0,PWF,1
136,M14995,M,298.8,308.5,1711,43.5,140,0,0,0,0,0,No Failure,0
137,H29550,H,298.7,308.5,1420,60.7,143,0,0,1,0,0,PWF,1
138,L47317,L,298.7,308.6,1297,70.3,148,0,0,1,0,0,PWF,1
139,H29552,H,298.8,308.6,1449,64.4,150,0,0,1,0,0,PWF,1
140,L47319,L,298.8,308.6,1268,70.8,155,0,0,1,0,0,PWF,1
141,L47320,L,298.8,308.6,1511,51.1,157,0,0,0,0,0,No Failure,0
142,L47321,L,298.7,308.5,1544,50.2,159,0,0,0,0,0,No Failure,0
143,M15002,M,298.6,308.4,1778,43.2,161,0,0,0,0,0,No Failure,0
144,H29557,H,298.6,308.4,1407,65.5,164,0,0,1,0,0,PWF,1
145,M15004,M,298.6,308.4,1391,57.4,169,0,0,0,0,0,No Failure,0
146,L47325,L,298.5,308.4,1513,48.6,172,0,0,0,0,0,No Failure,0
147,H29560,H,298.5,308.4,1612,51.1,174,0,0,0,0,0,No Failure,0
148,L47327,L,298.4,308.4,1515,55.1,179,0,0,0,0,0,No Failure,0
149,M15008,M,298.3,308.3,1379,63.0,181,0,0,1,0,0,PWF,1
150,L47329,L,298.4,308.3,1473,54.9,184,0,0,0,0,0,No Failure,0
151,L47330,L,298.4,308.3,1422,57.7,186,0,0,0,0,0,No Failure,0
152,M15011,M,298.4,308.2,1463,52.6,188,0,0,0,0,0,No Failure,0
153,M15012,M,298.4,308.2,1584,56.0,191,0,0,1,0,0,PWF,1
154,L47333,L,298.4,308.2,1850,42.0,194,0,0,0,0,0,No Failure,0
155,L47334,L,298.4,308.2,1528,51.2,196,0,0,0,0,0,No Failure,0
156,H29569,H,298.4,308.2,1987,34.8,198,0,0,0,0,0,No Failure,0
157,M15016,M,298.4,308.1,1495,61.0,203,1,0,1,1,0,TWF,1
158,H29571,H,298.4,308.2,1478,58.5,206,1,0,1,0,0,TWF,1
159,M15018,M,298.4,308.2,1499,55.0,211,1,0,0,0,0,TWF,1
160,L47339,L,298.4,308.2,1471,62.0,214,1,0,1,1,0,TWF,1
161,L47340,L,298.4,308.2,1282,75.7,216,1,0,1,1,0,TWF,1
162,L47341,L,298.3,308.1,1412,67.3,218,1,0,1,1,0,TWF,1
163,L47342,L,298.3,308.1,1586,50.5,0,0,0,0,0,0,No Failure,0
164,M15023,M,298.4,308.2,1468,58.8,2,0,0,1,0,0,PWF,1
165,M15024,M,298.5,308.3,1440,58.6,5,0,0,0,0,0,No Failure,0
166,L47345,L,298.5,308.4,1733,41.0,8,0,0,0,0,0,No Failure,0
167,H29580,H,298.4,308.2,1612,47.6,10,0,0,0,0,0,No Failure,0
168,H29581,H,298.4,308.3,1458,57.9,15,0,0,0,0,0,No Failure,0
169,L47348,L,298.4,308.3,1433,77.3,20,0,0,1,0,0,PWF,1
170,L47349,L,298.4,308.3,1318,74.1,22,0,0,1,0,0,PWF,1
171,M15030,M,298.4,308.2,1610,50.0,24,0,0,0,0,0,No Failure,0
172,L47351,L,298.2,308.1,1462,65.8,27,0,0,1,0,0,PWF,1
173,M15032,M,298.1,308.0,1924,35.8,29,0,0,0,0,0,No Failure,0
174,M15033,M,298.2,308.0,1591,48.7,32,0,0,0,0,0,No Failure,0
175,L47354,L,298.2,308.1,1306,73.3,35,0,0,1,0,0,PWF,1
176,L47355,L,298.2,308.1,1382,58.5,37,0,0,0,0,0,No Failure,0
177,L47356,L,298.2,308.1,1618,49.7,39,0,0,0,0,0,No Failure,0
178,L47357,L,298.2,308.2,1988,36.4,41,0,0,0,0,0,No Failure,0
179,L47358,L,298.2,308.2,1436,65.2,43,0,0,1,0,0,PWF,1
180,L47359,L,298.2,308.3,1304,64.8,45,0,0,0,0,0,No Failure,0
181,L47360,L,298.2,308.3,1475,64.9,47,0,0,1,0,0,PWF,1
182,H29595,H,298.2,308.3,1824,39.2,49,0,0,0,0,0,No Failure,0
183,M15042,M,298.1,308.2,1342,63.1,54,0,0,0,0,0,No Failure,0
184,L47363,L,298.1,308.2,1485,55.7,57,0,0,0,0,0,No Failure,0
185,L47364,L,298.2,308.2,1667,45.6,59,0,0,0,0,0,No Failure,0
186,L47365,L,298.2,308.2,1446,53.2,61,0,0,0,0,0,No Failure,0
187,L47366,L,298.1,308.3,1301,71.0,63,0,0,1,0,0,PWF,1
188,L47367,L,298.2,308.4,1379,58.1,65,0,0,0,0,0,No Failure,0
189,L47368,L,298.3,308.5,1606,48.6,67,0,0,0,0,0,No Failure,0
190,M15049,M,298.3,308.4,1539,58.4,69,0,0,1,0,0,PWF,1
191,L47370,L,298.2,308.4,1477,64.9,72,0,0,1,0,0,PWF,1
192,L47371,L,298.2,308.4,1666,49.6,74,0,0,0,0,0,No Failure,0
193,H29606,H,298.2,308.4,1398,66.8,76,0,0,1,0,0,PWF,1
194,H29607,H,298.2,308.4,1678,49.6,81,0,0,0,0,0,No Failure,0
195,M15054,M,298.2,308.5,2678,25.7,86,0,0,0,0,0,No Failure,0
196,L47375,L,298.3,308.5,1453,57.9,89,0,0,0,0,0,No Failure,0
197,H29610,H,298.3,308.6,1432,64.5,91,0,0,1,0,0,PWF,1
198,M15057,M,298.4,308.6,1527,55.9,96,0,0,0,0,0,No Failure,0
199,L47378,L,298.4,308.7,1588,50.0,99,0,0,0,0,0,No Failure,0
200,L47379,L,298.4,308.6,1433,62.1,101,0,0,1,0,0,PWF,1
201,L47380,L,298.4,308.6,1609,50.0,103,0,0,0,0,0,No Failure,0
202,L47381,L,298.3,308.5,1575,56.2,105,0,0,1,0,0,PWF,1
203,M15062,M,298.4,308.5,1636,50.7,107,0,0,0,0,0,No Failure,0
204,L47383,L,298.4,308.5,1490,52.9,110,0,0,0,0,0,No Failure,0
205,L47384,L,298.4,308.5,1741,47.8,112,0,0,0,0,0,No Failure,0
206,M15065,M,298.5,308.6,1344,68.0,114,0,0,1,0,0,PWF,1
207,L47386,L,298.5,308.7,1609,50.3,117,0,0,0,0,0,No Failure,0
208,M15067,M,298.4,308.7,1421,75.7,119,0,0,1,0,0,PWF,1
209,L47388,L,298.4,308.6,1591,51.7,122,0,0,0,0,0,No Failure,0
210,L47389,L,298.4,308.6,1477,59.0,124,0,0,1,0,0,PWF,1
211,L47390,L,298.4,308.7,1523,51.1,126,0,0,0,0,0,No Failure,0
212,L47391,L,298.5,308.7,1575,48.9,128,0,0,0,0,0,No Failure,0
213,H29626,H,298.4,308.7,1344,67.9,130,0,0,1,0,0,PWF,1
214,L47393,L,298.4,308.7,1386,59.9,135,0,0,0,0,0,No Failure,0
215,M15074,M,298.3,308.6,1589,52.1,137,0,0,0,0,0,No Failure,0
216,L47395,L,298.3,308.6,1548,55.3,140,0,0,0,0,0,No Failure,0
217,L47396,L,298.3,308.6,1499,53.3,142,0,0,0,0,0,No Failure,0
218,L47397,L,298.3,308.5,1664,46.6,144,0,0,0,0,0,No Failure,0
219,L47398,L,298.3,308.6,1447,53.1,146,0,0,0,0,0,No Failure,0
220,M15079,M,298.3,308.5,1434,61.2,148,0,0,1,0,0,PWF,1
221,L47400,L,298.3,308.5,1416,67.7,151,0,0,1,0,0,PWF,1
222,H29635,H,298.4,308.5,1827,39.3,153,0,0,0,0,0,No Failure,0
223,L47402,L,298.4,308.6,1304,60.0,158,0,0,0,0,0,No Failure,0
224,L47403,L,298.4,308.6,1569,49.4,160,0,0,0,0,0,No Failure,0
225,L47404,L,298.3,308.6,1584,44.3,162,0,0,0,0,0,No Failure,0
226,L47405,L,298.3,308.5,1362,68.8,164,0,0,1,1,0,PWF,1
227,L47406,L,298.3,308.4,1329,64.2,166,0,0,0,0,0,No Failure,0
228,L47407,L,298.3,308.5,1539,51.1,168,0,0,0,0,0,No Failure,0
229,M15088,M,298.3,308.5,1629,52.1,170,0,0,0,0,0,No Failure,0
230,L47409,L,298.3,308.5,1538,47.2,173,0,0,0,0,0,No Failure,0
231,L47410,L,298.3,308.6,1570,49.8,175,0,0,0,0,0,No Failure,0
232,L47411,L,298.3,308.4,1408,58.1,177,0,0,0,0,0,No Failure,0
233,L47412,L,298.2,308.4,1424,62.6,179,0,0,1,1,0,PWF,1
234,L47413,L,298.2,308.4,1512,49.9,181,0,0,0,0,0,No Failure,0
235,L47414,L,298.2,308.4,1478,57.9,183,0,0,0,0,0,No Failure,0
236,M15095,M,298.1,308.3,1680,48.7,185,0,0,0,0,0,No Failure,0
237,L47416,L,298.1,308.3,1495,53.7,188,0,0,0,0,0,No Failure,0
238,M15097,M,298.0,308.1,1552,51.6,190,0,0,0,0,0,No Failure,0
239,L47418,L,297.9,308.1,1393,65.3,193,0,0,1,1,0,PWF,1
240,L47419,L,298.0,308.2,1611,45.6,195,0,0,0,0,0,No Failure,0
241,M15100,M,298.0,308.1,1339,66.6,197,0,0,1,1,0,PWF,1
242,L47421,L,298.0,308.1,1777,39.3,200,1,0,0,0,0,TWF,1
243,L47422,L,298.0,308.2,1348,73.8,202,1,0,1,1,0,TWF,1
244,L47423,L,298.0,308.2,1442,59.1,204,1,0,0,1,0,TWF,1
245,M15104,M,298.0,308.2,1395,64.1,206,1,0,1,1,0,TWF,1
246,M15105,M,297.9,308.1,1627,46.4,209,1,0,0,0,0,TWF,1
247,L47426,L,297.9,308.1,1585,48.5,212,1,0,0,0,0,TWF,1
248,L47427,L,298.0,308.2,1469,60.5,214,1,0,1,1,0,TWF,1
249,L47428,L,298.0,308.3,1362,71.8,216,1,0,1,1,0,TWF,1
250,L47429,L,298.0,308.3,1405,71.2,218,1,0,1,1,0,TWF,1
251,L47430,L,298.0,308.3,1662,47.7,0,0,0,0,0,0,No Failure,0
252,M15111,M,298.0,308.2,1466,57.6,2,0,0,0,0,0,No Failure,0
253,L47432,L,298.0,308.2,1620,50.8,5,0,0,0,0,0,No Failure,0
254,L47433,L,298.0,308.2,1357,63.2,7,0,0,0,0,0,No Failure,0
255,L47434,L,298.0,308.2,1514,52.9,9,0,0,0,0,0,No Failure,0
256,L47435,L,298.0,308.2,1489,55.4,11,0,0,0,0,0,No Failure,0
257,L47436,L,298.1,308.3,1331,78.0,13,0,0,1,0,0,PWF,1
258,L47437,L,298.0,308.0,1615,44.5,15,0,0,0,0,0,No Failure,0
259,L47438,L,298.1,308.2,1482,52.9,17,0,0,0,0,0,No Failure,0
260,M15119,M,298.1,308.2,1420,78.9,19,0,0,1,0,0,PWF,1
261,M15120,M,298.2,308.3,1522,64.1,22,0,0,1,0,0,PWF,1
262,L47441,L,298.1,308.2,1654,47.1,25,0,0,0,0,0,No Failure,0
263,M15122,M,298.1,308.2,1736,41.8,27,0,0,0,0,0,No Failure,0
264,M15123,M,298.0,308.1,1587,47.3,30,0,0,0,0,0,No Failure,0
265,L47444,L,298.1,308.2,1390,62.5,33,0,0,1,0,0,PWF,1
266,L47445,L,298.0,308.1,1454,52.1,35,0,0,0,0,0,No Failure,0
267,H29680,H,298.0,308.1,1440,58.7,37,0,0,0,0,0,No Failure,0
268,L47447,L,297.9,308.0,1954,36.1,42,0,0,0,0,0,No Failure,0
269,H29682,H,297.9,308.0,1800,39.8,44,0,0,0,0,0,No Failure,0
270,L47449,L,298.0,308.0,1524,52.0,49,0,0,0,0,0,No Failure,0
271,H29684,H,298.0,308.0,1520,54.6,51,0,0,0,0,0,No Failure,0
272,M15131,M,298.1,308.1,1452,55.8,56,0,0,0,0,0,No Failure,0
273,L47452,L,298.1,308.1,1484,55.4,59,0,0,0,0,0,No Failure,0
274,L47453,L,298.1,308.0,1426,61.0,61,0,0,1,0,0,PWF,1
275,L47454,L,298.1,308.0,1652,43.5,63,0,0,0,0,0,No Failure,0
276,L47455,L,298.0,308.0,1401,69.7,65,0,0,1,0,0,PWF,1
277,M15136,M,298.0,307.9,1750,41.6,67,0,0,0,0,0,No Failure,0
278,H29691,H,298.0,308.0,1479,65.7,70,0,0,1,0,0,PWF,1
279,M15138,M,298.0,308.0,1620,44.4,75,0,0,0,0,0,No Failure,0
280,L47459,L,298.0,308.1,1819,38.4,78,0,0,0,0,0,No Failure,0
281,M15140,M,298.1,308.1,1456,58.7,80,0,0,0,0,0,No Failure,0
282,L47461,L,298.1,308.0,1626,51.5,83,0,0,0,0,0,No Failure,0
283,M15142,M,298.1,308.1,1390,64.8,85,0,0,1,0,0,PWF,1
284,L47463,L,298.2,308.2,1469,58.0,88,0,0,0,0,0,No Failure,0
285,L47464,L,298.2,308.3,2051,34.2,90,0,0,0,0,0,No Failure,0
286,L47465,L,298.2,308.3,1568,51.0,92,0,0,0,0,0,No Failure,0
287,L47466,L,298.2,308.3,1589,48.2,94,0,0,0,0,0,No Failure,0
288,L47467,L,298.2,308.3,1805,46.6,96,0,0,0,0,0,No Failure,0
289,H29702,H,298.2,308.4,1385,57.2,98,0,0,0,0,0,No Failure,0
290,L47469,L,298.1,308.4,1436,61.7,103,0,0,1,0,0,PWF,1
291,L47470,L,298.1,308.4,1438,60.6,105,0,0,1,0,0,PWF,1
292,L47471,L,298.0,308.3,1473,57.6,107,0,0,0,0,0,No Failure,0
293,L47472,L,298.1,308.4,1335,55.2,109,0,0,0,0,0,No Failure,0
294,H29707,H,298.1,308.5,1392,59.8,111,0,0,0,0,0,No Failure,0
295,M15154,M,298.1,308.5,1372,66.1,116,0,0,1,0,0,PWF,1
296,M15155,M,298.1,308.6,1716,45.7,119,0,0,0,0,0,No Failure,0
297,L47476,L,298.0,308.5,1395,61.2,122,0,0,0,0,0,No Failure,0
298,L47477,L,298.0,308.5,1713,40.3,124,0,0,0,0,0,No Failure,0
299,H29712,H,297.9,308.5,2129,33.7,126,0,0,0,0,0,No Failure,0
300,M15159,M,297.8,308.3,1567,50.6,131,0,0,0,0,0,No Failure,0
301,L47480,L,297.8,308.4,1622,53.3,134,0,0,1,0,0,PWF,1
302,L47481,L,297.7,308.4,1740,42.1,136,0,0,0,0,0,No Failure,0
303,H29716,H,297.8,308.4,1512,50.1,138,0,0,0,0,0,No Failure,0
304,M15163,M,297.8,308.4,1479,58.5,143,0,0,1,0,0,PWF,1
305,L47484,L,297.8,308.4,1737,42.5,146,0,0,0,0,0,No Failure,0
306,L47485,L,297.8,308.4,2129,34.2,148,0,0,0,0,0,No Failure,0
307,L47486,L,297.8,308.4,1374,62.1,150,0,0,0,0,0,No Failure,0
308,M15167,M,297.8,308.4,1579,51.6,152,0,0,0,0,0,No Failure,0
309,L47488,L,297.9,308.5,1305,62.2,155,0,0,0,0,0,No Failure,0
310,M15169,M,297.9,308.5,1449,55.8,157,0,0,0,0,0,No Failure,0
311,H29724,H,298.0,308.6,1526,56.8,160,0,0,1,0,0,PWF,1
312,M15171,M,298.0,308.6,1453,59.1,165,0,0,0,0,0,No Failure,0
313,L47492,L,297.9,308.6,1468,51.0,168,0,0,0,0,0,No Failure,0
314,L47493,L,298.0,308.6,1313,65.8,170,0,0,1,1,0,PWF,1
315,M15174,M,297.9,308.5,1300,68.0,172,0,0,1,0,0,PWF,1
316,L47495,L,297.9,308.4,1646,55.6,175,0,0,1,0,0,PWF,1
317,L47496,L,297.8,308.4,1714,48.2,177,0,0,0,0,0,No Failure,0
318,L47497,L,297.8,308.4,1685,43.4,179,0,0,0,0,0,No Failure,0
319,L47498,L,297.8,308.4,1512,54.9,181,0,0,0,0,0,No Failure,0
320,L47499,L,297.8,308.4,1612,47.1,183,0,0,0,0,0,No Failure,0
321,H29734,H,297.8,308.4,1550,53.2,185,0,0,0,0,0,No Failure,0
322,L47501,L,297.8,308.4,1518,47.5,190,0,0,0,0,0,No Failure,0
323,L47502,L,297.8,308.5,1448,55.0,192,0,0,0,0,0,No Failure,0
324,L47503,L,297.8,308.5,1561,61.3,194,0,0,1,1,0,PWF,1
325,M15184,M,297.8,308.5,1488,56.9,196,0,0,0,0,0,No Failure,0
326,L47505,L,297.8,308.5,1699,42.8,199,0,0,0,0,0,No Failure,0
327,L47506,L,297.7,308.5,1501,56.4,201,1,0,0,1,0,TWF,1
328,L47507,L,297.7,308.5,1373,71.7,203,1,0,1,1,0,TWF,1
329,H29742,H,297.6,308.4,1703,46.4,205,1,0,0,0,0,TWF,1
330,H29743,H,297.7,308.5,1720,44.9,210,1,0,0,0,0,TWF,1
331,M15190,M,297.6,308.4,1398,56.9,215,1,0,0,1,0,TWF,1
332,M15191,M,297.6,308.4,1391,66.9,218,1,0,1,1,0,TWF,1
